file_id,user_id,subforum_id,num_contexts,hate_binary,train_binary,text
13063290_2,578990,1345,2,False,True,* Unsubscribed * Off to the SA threads .
13063290_3,578990,1345,2,False,False,There are White folks that require a little of our time .
13119410_1,572508,1345,1,False,False,I guess Mr. Pena forgot about the black speed skater who won the gold and is being glorified on NBC every 5 minutes .
13139571_1,572139,1345,3,False,True,I'm sad to find this out right now but I 'm also sorry to inform you that Kevin was killed several years ago .
13139571_2,572139,1345,3,False,False,http://www.visioncircle.org/archive/003870.html
13177001_1,579206,1345,0,False,False,I'm having a hard time believing this .
13177001_2,579206,1345,1,False,False,I have 2 friends in CS and neither has EVER worked with a black .
13177001_3,579206,1345,1,False,False,"All their coworkers are white , NE asian or indian/paki , except one guy worked with a mestizo for a few weeks on a project ."
13177001_4,579206,1345,1,False,True,"Hundreds of people , but no blacks !"
13177001_5,579206,1345,1,False,False,"I also attended a Masters/PhD graduation ceremony at a major state university a few years ago - none of the CS degrees were awarded to blacks. [ a couple computer degrees went to blacks , but they were in IT with a focus on internet marketing/web-commerce ] So where are all these black computer geniuses hiding ?"
13209219_1,575645,1345,0,False,True,"Over and over , you hear about home-schooled kids beating out public school kids for spelling bees ."
13209219_2,575645,1345,0,False,False,"Unfortunately , there are some poor White families where both parents work ."
13209219_3,575645,1345,0,False,False,"Perhaps if a school district has only a few White families left , they could get together and each parent could teach the kids one day per week ."
13209219_4,575645,1345,0,False,False,The parents who could n't teach on weekdays could teach on Saturday .
13271390_1,577040,1345,2,False,False,That was me .
13271390_2,577040,1345,2,False,False,I have no intention of ever setting foot in Mexico so I 'll have to take your word for it .
13288494_1,572180,1345,6,False,False,Excellent Article !! * * * * * Why Were n't They In Jail ?
13288494_2,572180,1345,0,False,False,"Three of the four suspects in the death of a 12-year-old Moore County girl were repeat offenders , free on probation ."
13288494_3,572180,1345,6,False,False,Steve Reed Reporter Three of the suspects charged with the murder of a 12-year old Moore County girl were given suspended sentences for other crimes and were free on probation at the time of her slaying .
13288494_4,572180,1345,6,False,False,"Perry Ross Schiro , 19 , of Harnett County was charged yesterday with murder in the Sept. 21 shooting death of Emily Elizabeth Haddock ."
13288494_5,572180,1345,6,False,False,He is the fourth suspect to be charged with her murder .
13288494_6,572180,1345,6,False,False,"Also charged are Sherrod Nicholas Harrison , 19 , Michael Graham Currie , 18 , and Van Roger Smith , 16 , all of Cameron in Harnett County ."
13288494_7,572180,1345,6,False,False,"Two of the suspects , Mr. Harrison and Mr. Currie , were repeat probation violators ."
13288494_8,572180,1345,6,False,False,Only Mr. Smith had no prior criminal record .
13288494_9,572180,1345,6,False,False,"Mr. Schiro , the latest suspect to be charged in the killing , was arrested when a .22-caliber handgun , possibly the murder weapon , was found in his car ."
13288494_10,572180,1345,6,False,False,"He was also charged with burglary , larceny and possession of stolen property ."
13288494_11,572180,1345,6,False,False,All four suspects are being held without bond in the Moore County Jail .
13288494_12,572180,1345,6,False,True,The Rest Of The Story
13293414_1,572180,1345,1,True,False,"Nevermind, found the new page Knew it had to be a groid .... any report of rape ?"
13293414_2,572180,1345,1,False,False,Surprised it came back so fast ...
13293414_3,572180,1345,1,False,False,http://www.wral.com/news/local/story/1850536/
13341044_1,572139,1345,0,False,False,"Obama has membership in Prince Hall ( for blacks ) lodge and will become the next president , according to this guy : [ youtube = http://www.youtube.com/watch ? v = _ nLfRsReGII ] Zagami [ /youtube ]"
13391410_1,579214,1345,1,True,True,they act as if negros with aids should have the right to reproduce when they will die off and have no way to take care of the kid I cant believe that they are doing this by the millions its crazy
13401474_1,581236,1345,2,False,False,Good.
13401474_2,581236,1345,2,True,True,I hope they all starve .
13401474_3,581236,1345,2,True,True,No white person should send a single penny or lift a single finger to help them .
13406897_1,579436,1345,0,True,False,"He's a retarded feral negro ( yes , feral humans who cannot talk occasionally pop up , having been abandoned as children. ) ."
13406897_2,579436,1345,0,True,True,"He walks upright , and has human arms and legs ."
13406897_3,579436,1345,0,True,True,I 've seen negroes who look ( and undoubtedly act ) like him .
13406897_4,579436,1345,6,False,False,http://www.occultopedia.com/f/feral_children.htmhttp://www.ling.lancs.ac.uk/chimp/la...E4/4kamala.htmhttp://www.occultopedia.com/w/wildpeter.htm Aragorn
13422115_1,581373,1347,0,False,True,"Again, every time I will see filthy comment about Georgia without providing any facts , I will respond ."
13422115_2,581373,1347,0,True,True,I will respond until Armenian scum will stop
13433000_1,572042,1347,0,False,True,"The reason large white families were encouraged those days was to build up the population of white Germans , which were ravaged by the jewish attacks at them during WW1 and in hyperinflation 1920 's ."
13434590_1,575709,1347,0,False,False,I see a nation where I can walk out my front door and not feel like a minority in my own country .
13434590_2,575709,1347,0,True,True,Where a white woman can go about in public and not fear assault by muds .
13435201_1,575675,1347,2,False,False,"No, I see that as giving up ."
13435201_2,575675,1347,2,False,False,"I hope one day to proudly say again that I am an American , when we take this country back ."
13435201_3,575675,1347,2,False,False,BTL
13442727_1,577488,1347,1,False,False,"OK, I have been through some of the other threads on this section about NS and watched a few videos on YT ."
13442727_2,577488,1347,1,False,False,It has obviously been misunderstood and i would been keen to learn more .
13444199_1,581884,1347,3,True,True,I retract - always .... Always because an animal lacks the skills to properly raise a ( half ) human child .
13444199_2,581884,1347,3,False,False,I apologize for my ignorance .
13446781_1,572067,1347,0,False,False,Baby steps .
13446781_2,572067,1347,1,False,False,"I do n't think anyone is insinuating that we are equal to non whites , or that we would ignore white nations ."
13446781_3,572067,1347,1,True,True,When most whites today have so much white guilt laid upon them that they feel they have to act black or have sexual relations and children with blacks just to be accepted there is a problem with the white race memo .
13446781_4,572067,1347,1,False,False,These people have no idea about who they are or where they came from and any knowledge that they do have has guilt attached to it .
13446781_5,572067,1347,1,False,False,If whites did have some knowledge and a little more recognition was put out there I think most of them would feel a little more pride of who they are and stick to the white race .
13449094_1,579167,1347,0,True,True,There should not be problems between the different classes inside the race white since we are all whites they should be joined to fight against non-whites they are our enemies .
13449383_1,582096,1347,0,False,False,If a person is white and he is a Christian or a Pagan then i consider him as my brother or sister no matter whatever profession he is into .
13451430_1,582250,1347,0,False,False,Can you give any examples of progress made by skinheads or the Klan ?
13451430_2,582250,1347,0,False,False,Seems to me they are in precipitous decline .
13453511_1,576458,1347,0,False,False,Ive been around here for four years and seen almost no class divide .
13453511_2,576458,1347,0,False,False,"I dont really like even talking about it , because I fear we will create a division where there is none ."
13454668_1,573278,1347,0,True,True,Black ``women''on London transport ...
13454668_2,573278,1347,0,False,False,"Racist woman rant in London part 1 - YouTube ORIGINAL Racist Black Girls Fighting , South London Railway Balham to Mitcham 18.11.2011 - YouTube"
13456696_1,572219,1396,2,False,True,"[QUOTE=Trotis;10497843]Isn't South African chocolate made by overseas companies based in SA ? ( British and Swiss ) Would a `` Mars bar '' taste different made in SA compared to one in England ? / QUOTE ] I would have thought so too , but the stuff tastes different ."
13456696_2,572219,1396,2,False,False,I think it has something to do with the type of sugar or where the sugar was originally grown .
13456696_3,572219,1396,2,False,False,BTW - I do n't recall seeing a Mars Bar in S.A ?
13456696_4,572219,1396,2,False,False,I never drink diet anything either because of the aspartame and water is for the fish .
13456696_5,572219,1396,2,False,False,"I try to avoid the GMO stuff too , but since they do n't label the stuff it 's hard to do ."
13456696_6,572219,1396,2,False,False,And then you need to avoid High Fructose Corn Syrup - bad for you and made from GM corn .
13456696_7,572219,1396,2,False,False,You also need to avoid anything Soya .
13456696_8,572219,1396,2,False,True,And then there is the pesticides on your fresh ( ? ) fruit and veggies .
13456696_9,572219,1396,2,False,False,And the non-edible chemicals in the processed and sometimes not so processed food .
13456696_10,572219,1396,2,False,False,In the end the only safe thing to eat is grass if you are lucky enough to have your own garden ( or grow your own food if you have the space ) and hope to hell the government here does n't do chemical spraying .
13456696_11,572219,1396,2,False,True,"Hell , the way we are deliberately poisoning ourselves I 'm surprised we have lasted this long !"
13456921_1,578990,1347,0,True,True,"If not kept in check , we may very will be living in an actual Planet of the Apes soon ."
13456921_2,578990,1347,2,False,False,YouTube - & #x202a ; Kenya - Hacked to death by panga in front of film crew & #x202c ; & rlm ;
13458373_1,582330,1347,0,False,False,Racist attack by blacks on a young white girl in France .
13458373_2,582330,1347,0,False,False,Negro holding the camera laughs with glee : Dailymotion - Agression raciste contre une jeune fille blanche - France - une vidéo News & Politics
13458484_1,572404,1347,0,False,False,What happens when Popeye 's runs out of chicken YouTube - Popeyes Freakout ( Ghetto Vers .
13458484_2,572404,1347,0,False,False,"2.0 ) * Does contain alot of profanity , so you have been forewarned *"
13460017_1,582330,1347,0,False,False,Negro rainforest `` music ''.
13460017_2,582330,1347,0,False,True,"( If you click the video , the video comments are full of self-hating whites ) : YouTube - BAKA RAINFOREST PEOPLE YODELLERS"
13461061_1,575534,1346,0,False,False,What the ...
13461061_2,575534,1346,0,False,False,"Non-Muslim Michigan High School students wear hijabs in school for class lesson to `` explore religion and identity '' | Pamela Geller , Atlas Shrugs"
13461719_1,575756,1347,0,False,False,I have n't been able to finish watching even one of these videos .
13461719_2,575756,1347,2,True,True,As soon as I hear them uttering their monkey gibberish I feel like smashing my computer screen with my fist .
13461719_3,575756,1347,2,False,False,That would be too expensive .
13462533_1,579056,1347,0,False,False,Thanks.
13462533_2,579056,1347,2,False,True,I hope this will catch on like the 14 words .
13462533_3,579056,1347,2,False,False,If anyone wants to post it in other forums feel free to do so .
13463371_1,572196,1346,0,False,False,"It is very hard for average Whites to see their own disenfranchisement , let alone realize that it is planned ."
13463371_2,572196,1346,0,False,False,This is because much of the disenfranchisement is by way of destroying White cultural identity and pride .
13463371_3,572196,1346,0,False,False,So contributing and participating in any way to opportunities to instill pride in White ethnic heritage and even White American ethnic heritage will go a long way in helping them recognize what is being taken away .
13467569_1,574152,1346,0,False,False,Pffffft!
13467569_2,574152,1346,0,False,False,"Ive seen that crap too , and thought WTF ?"
13467569_3,574152,1346,2,True,True,I can picture him as that baby monkey on the ' save the rainforest comercial or whatever
13469056_1,575695,1347,0,False,False,The only thing holding us back are our traitors and the 40billion anti-european people of the earth that flourished on our technology .
13473137_1,572196,1346,2,False,False,"Thanks for saving the picture but the one I saw was a black guy looking at a laptop and a White girl sitting next to him , laughing and hanging on him also looking at the laptop but they did n't show what was on the laptop ."
13473137_2,572196,1346,2,False,False,They were in a living room sitting on the couch implying that they were a couple .
13473465_1,583637,1346,2,False,False,Its really sad how so many whites just don`t even care and there actually happy that this is coming to be .
13474879_1,572059,1346,0,False,False,There's more sex and sleaze condensed on the shelves of the check out line than you 'll get in 2 hours of TV - and 2 hours of TV is lethal to your spirit !
13475102_1,572408,1346,1,False,False,"And her husband is Tom Brady , this good-looking White Nordic guy : Here 's a photo of them with their ( white ) children :"
13477084_1,572059,1346,0,False,False,I actually celebrate Black History Month .
13477084_2,572059,1346,2,True,False,I have a dream - one of these days Black occupation of America will be history !
13477295_1,572087,1345,2,True,False,"Pathological killers , they are ."
13477295_2,572087,1345,2,True,False,Jews have been poisoning wells since Biblical times .
13477295_3,572087,1345,2,True,True,No wonder we are in such bad shape with this tribe in charge of the White House and Congress .
13477865_1,572224,1346,0,True,True,The Jew represents the snake .
13477865_2,572224,1346,1,True,False,All you need is to cut off it 's head and the rest of the problems will crumble away with ease
13480997_1,573561,1345,3,True,True,"I hate to see such beautiful white females become victims of these sick , violent merciless animals ."
13480997_2,573561,1345,0,True,True,Separation is the only answer !
13480997_3,573561,1345,3,False,False,White Power !
13482637_1,585090,1346,0,False,False,White Americans and White Europeons have too few children .
13482637_2,585090,1346,0,False,False,Other than the Amish no other group of whites have large families .
13483810_1,579291,1347,0,False,False,Honestly the better idea is private schools for our people ; the average parent is a poor teacher .
13483810_2,579291,1347,0,False,False,The muslims have ultra strict racialist private schools the world over ; why do n't whites ?
13484158_1,579086,1345,1,True,False,While they are in prison the kikes should get the same food the regular prison population gets ...
13484158_2,579086,1345,1,True,True,Who the hell cares if its not kosher ...
13484158_3,579086,1345,1,False,False,This is n't the local 4 diamond Hilton situated on some sunny beach ...
13484565_1,581444,1345,2,True,True,"i've felt anger when i 've read it on forum , but we have to do our part and speaking at loud voice this fact , because , for example , i 'm from europe and this fact is not pased on tv news or in the news paper ... knows your enemies is the first pass for vicory on them !"
13488146_1,585682,1395,2,False,False,We dont care about Alaska while it is not white land .
13488146_2,585682,1395,2,True,True,We are more concerned about ZOG controlling US and Russia .
13488914_1,575554,1395,0,True,False,"Why do n't White Europeans and Americans grow a set of balls , and deport these Black and brown animals from their countries ?"
13491591_1,575250,1395,0,False,True,"Another EuroRus update , more video and photos ! [ gvideo ] http://video.google.com/videoplay ? docid = 5268894597794277031 [ /gvideo ] A Fascinating Conversation Between Dr. Alfred Vierling & Dr. Duke !"
13491591_2,575250,1395,0,False,False,"Kris Roman , Jan Kristel , Dr. Alfred Vierling , Dr. David Duke , Thiery Van Roy , Frederik Ranson , Andreas Thierry , Stephanos Gekas ."
13491591_3,575250,1395,0,False,False,Robert Steuckers and Dr. David Duke Gunther Van Den Eynde en Dr. David Duke Euro-Rus 2008 !
13491591_4,575250,1395,0,False,False,"Euro-Rus Евро-Русь For a great Europe , from Gibraltar to Vladivostok !"
13491591_5,575250,1395,0,False,False,http://www.eurorus.org/
13492064_1,576293,1395,2,False,False,What would you have done instead ?
13492064_2,576293,1395,2,False,True,"Ignore the genocide on Serbs , turn your back on your own people ."
13492064_3,576293,1395,2,False,False,Then you are a traitor .
13493681_1,572043,1395,0,False,False,"Ivan Ivanovich Shishkin , January 25 , 1832 March 20 , 1898 ( Иван Иванович Шишкин ) Felling of Forest , 1867 Landscape with a Lake At the Seashore , 1890 ( sketch ) Birch Grove , 1896 View at a Neighborhood of Petersburg , 1856 Swiss Landscape , 1866 Forest on the Eve of Thunderstorm , 1872 Oak Forest in a Grey day , 1873 ( sketch ) Swamp ."
13493681_2,572043,1395,0,False,False,"Woodlands , 1890 Rain in an Oak Forest , 1891"
13494395_1,584433,1395,1,False,False,"Finns mixed with swedes and got blond hair and blue eyes , but ethnical finn look like tatar : dark hair , dark eyes , short height , round face ."
13494421_1,584433,1395,0,False,False,The reasons : Alcoholism takes around 150000 lives every year .
13494421_2,584433,1395,0,False,False,Aids - around 20000 every year .
13494421_3,584433,1395,1,False,False,Emmigration - around 50000-100000 per year .
13494421_4,584433,1395,1,False,False,Heart diseases - around 100000 per year .
13494421_5,584433,1395,1,False,False,High mortality rate - like country is at war .
13494421_6,584433,1395,1,False,False,Lowest birthrate in world .
13496564_1,576891,1395,1,False,False,"http://www.guardian.co.uk/russia/art...772175,00.html Attaboy , Putin ."
13496564_2,576891,1395,1,False,False,"If I were in the audience , I 'd clap till my hands were numb ."
13496564_3,576891,1395,1,False,False,That 's telling worthless s.o.b.s like Cheney what they can do with their cheap words and crocodile tears .
13499007_1,585703,1395,0,False,False,I have long loved Tchaikovsky ballets and Mussorgsky operas and now I enjoy Russian traditional music as well .
13499007_2,585703,1395,0,False,True,"I just bought two CD 's featuring the Russian Radio Chorus Orchestra , Orchestra Vladimir Avramow , and St. Petersburg Balaika Ensemble playing such songs as St. Petersburg , Why Should I Be Sad , Dark Night , The Long Way , Wolga , So Many Days , Nastassja , Two Guitars , Fields , Hai-Da Trojka , Bandura , Tschubtschik , Troika , The Cossack , Our Little Village , Stenka Rasin , and many others ."
13499007_3,585703,1395,0,False,True,"I was recently in Zaporojie , Ukraine , which has a famous Cossack enclave , where I had the opportunity to dine at a Cossack restaurant and listen to traditional Cossack music played live ."
13499007_4,585703,1395,0,False,False,Listening to this music brings back memories of all my visits to Russia and Ukraine .
13499982_1,573820,1395,1,False,False,Oh so we cannot post on this subject because at this moment in time we are not in the same AREA as you .... WHATEVER So I will wait maybe untill next spring when I go to LODZ And JP should wait untill he starts school this winter in Bratislava THEN can we post ?? ......... PLEASE SIR
13501262_1,586483,1345,1,False,False,"I keep telling people about things like this , and they never believe me ."
13501262_2,586483,1345,1,False,False,I want to show them this thread .
13501262_3,586483,1345,1,False,False,This is great !
13501638_1,586469,1395,5,False,False,It was until Kveldulf saw fit to open it up again with his unnecessary comments .
13501638_2,586469,1395,5,False,False,I have to go to work now .
13503127_1,572147,1345,0,False,False,Hispanic: A woman threw her 2 1/2-year-old granddaughter several stories to her death from a walkway at a shopping mall http://www.news4jax.com/video/25962136/index.html negro : -- Police arrested a 17-year-old who they said burglarized a home over the Thanksgiving weekend .
13503127_2,572147,1345,0,False,False,"Jacksonville police said Brian Williams broke into the home on Braddock Road while the family was out of town and baked brownies , drank orange juice , surfed porn websites and loaded up the victim 's car with bottles of liquor ."
13503127_3,572147,1345,0,False,False,http://www.news4jax.com/news/25976955/detail.html
13503555_1,575787,1345,0,True,True,SEX: MALE RACE : BLACK D.O.B : 08-24-1950 HEIGHT : 5 ' 11 WEIGHT : 180 EYE : BROWN HAIR BLACK In Custody For : 001 MISDEMEANOR COUNT OF CRIMINAL TRESPASS 2ND DEG This dude looks like an olde version of Cornielious from `` Planet of the Apes '' !
13503555_2,575787,1345,0,False,False,LOL
13504442_1,586270,1395,0,False,False,"You can have your site on Odins Rage but host your picture and zip files somewhere else like geocities.com , cause Odins Rage doesnt give much room ."
13504529_1,586528,1395,0,False,False,"Don't want to ruin the spirit of the mood , but are n't Russians for the most part Orthodox Christian , and they have a different day for Christmas ?"
13504529_2,586528,1395,0,False,False,"I think it is January 6'th or 7'th , not the same as us ."
13506182_1,586372,1395,1,True,True,Because the communist party was almost all jew out to kill any gentile that stood in their way or had property that the jew - communist wanted .
13507183_1,573278,1345,0,True,True,"Couple Befriend Negroid , Negroid Tries To Burn Down Couples Home - NNN Reporters Newsroom Forum Moblie Couple Says Neighbor Tried to Set Their Apartment on Fire Reported by : Irika Sargent Last Update : 4/25 9 : 01 pm Moblie Couple Says Neighbor Tried to Set Their Apartment on Fire | Local15tv.com , Mobile & Pensacola News , Entertainment , Videos , Business Search and Shopping This is what happens when you make friends with spearchuckers ."
13508272_1,573278,1345,0,False,False,"http://www.newnation.vg/forums/showthread.php?p=325910 Coach Accused Of Fondling Student Student 's Mother Alerts Deputies After Finding Note POSTED : Monday , March 8 , 2010 UPDATED : 9 : 42 am EST March 9 , 2010 * * * Pedophile Alert * * * Robert Bennett. http://www.clickorlando.com/educatio...82/detail.html"
13547398_1,580757,1345,0,False,False,Just got turned on to a website from a friend of mine .
13547398_2,580757,1345,0,True,True,Shows some interesting statistics about the jew rats ...
13547398_3,580757,1345,0,False,False,http://ifamericaknew.org/
13555448_1,579280,1346,1,False,False,It's sort of like the Black computer genius that only appears with any ubiquity on television or in the cinema .
13555448_2,579280,1346,1,False,False,"I know they 're probably out there , but I 've never met a Black IT professional who was n't exclusively in sales ."
13561998_1,588706,1347,2,False,False,Have you ever heard about death mask of Franco ?
13561998_2,588706,1347,2,False,False,"One day I have seen it on EBay , but I 'm not sure about authenticity of the mask ."
13591603_1,590030,1393,0,False,False,Is this group in Sweden genuine or are they thieves who steal money but never send the goods you order ?
13591603_2,590030,1393,0,False,False,Can any Swedish comrades tell me about them ?
13592269_1,572266,1393,0,False,False,"She is white but looks somewhat below average for a white Swedish girl , I think ."
13592269_2,572266,1393,0,False,False,Why do the Swedes hide their best looking females ?
13592661_1,589795,1393,0,False,False,I must just say before this thread possibly dies that I have great fear that without action the cause will die along with the rise of multiculturatism
13597435_1,573835,1393,0,,False,Glædelig jul !
13597435_2,573835,1393,0,False,False,"My Norwegian uncle has been visiting , and he has shared with us some things about Christmas celebrated in Norway ..."
13597435_3,573835,1393,0,False,True,Interesting .
13597435_4,573835,1393,0,False,False,"I also have been talking to a person from Denmark , and I learned about gingerbread , dancing around the tree , and the various customs of Jul ( Dinner , place presents under the tree , desert , dance around tree , open presents ) ."
13597435_5,573835,1393,0,False,False,"I found it to be pretty interesting , and I hope you all had a Gædelig jul !"
